0	3	-0.721	-0.078
0	3	-0.721	-0.643
0	4	-1.909	-0.149
0	4	-1.909	-0.571
0	4	-1.909	-0.591
0	4	-1.909	-0.598
0	8	-0.158	0.237
0	8	-0.158	-0.207
0	8	-0.158	-0.461
0	8	-0.158	0.273
0	9	-0.76	-0.17
0	9	-0.76	0.414
0	9	-0.76	-0.479
0	9	-0.76	-0.525
0	12	-1.349	-0.479
0	12	-1.349	-0.114
0	12	-1.349	-0.159
0	12	-1.349	-0.597
0	18	-0.621	-0.125
0	18	-0.621	-0.496
0	19	-1.539	-0.438
0	19	-1.539	-0.204
0	19	-1.539	-0.304
0	19	-1.539	-0.593
0	21	-0.32	-0.466
0	21	-0.32	0.338
0	21	-0.32	-0.562
0	21	-0.32	0.37
0	22	-1.083	0.111
0	22	-1.083	-0.373
0	22	-1.083	-0.232
0	22	-1.083	-0.589
0	24	-0.202	-0.217
0	24	-0.202	-0.022
0	24	-0.202	-0.145
0	24	-0.202	0.182
0	27	0.409	0.409
0	28	0.146	0.036
0	28	0.146	0.066
0	28	0.146	0.044
0	29	0.07	0.027
0	29	0.07	0.043
0	38	-0.974	0.426
0	38	-0.974	-0.289
0	38	-0.974	-0.54
0	38	-0.974	-0.571
0	39	-1.146	-0.545
0	39	-1.146	-0.409
0	39	-1.146	-0.192
0	41	-1.172	-0.507
0	41	-1.172	-0.073
0	41	-1.172	-0.592
0	43	-1.632	-0.428
0	43	-1.632	-0.348
0	43	-1.632	-0.439
0	43	-1.632	-0.417
0	46	-1.199	-0.135
0	46	-1.199	-0.29
0	46	-1.199	-0.443
0	46	-1.199	-0.331
0	47	-1.635	-0.229
0	47	-1.635	-0.421
0	47	-1.635	-0.378
0	47	-1.635	-0.607
0	48	0.245	-0.523
0	48	0.245	0.491
0	48	0.245	0.277
0	50	-0.415	0.355
0	50	-0.415	-0.095
0	50	-0.415	-0.675
0	53	-0.095	0.148
0	53	-0.095	-0.4
0	53	-0.095	0.571
0	53	-0.095	-0.414
0	54	-0.969	0.241
0	54	-0.969	-0.124
0	54	-0.969	-0.436
0	54	-0.969	-0.65
0	55	-0.969	0.167
0	55	-0.969	-0.418
0	55	-0.969	-0.563
0	55	-0.969	-0.155
0	56	-0.271	0.232
0	56	-0.271	-0.287
0	56	-0.271	-0.136
0	56	-0.271	-0.08
0	57	0.437	0.322
0	57	0.437	-0.051
0	57	0.437	0.254
0	57	0.437	-0.088
0	58	0.181	0.226
0	58	0.181	-0.41
0	58	0.181	0.254
0	58	0.181	0.111
0	59	0.526	0.289
0	59	0.526	0.024
0	59	0.526	0.213
0	61	0.651	0.316
0	61	0.651	0.164
0	61	0.651	-0.358
0	61	0.651	0.529
0	67	-1.397	-0.071
0	67	-1.397	-0.658
0	67	-1.397	-0.668
1	4	-1.624	-0.242
1	4	-1.624	-0.304
1	4	-1.624	-0.423
1	4	-1.624	-0.655
1	8	0.232	0.397
1	8	0.232	0.1
1	8	0.232	-0.021
1	8	0.232	-0.244
1	9	-0.907	-0.205
1	9	-0.907	0.338
1	9	-0.907	-0.541
1	9	-0.907	-0.499
1	12	-0.898	-0.488
1	12	-0.898	0.034
1	12	-0.898	-0.135
1	12	-0.898	-0.309
1	18	-0.404	0.162
1	18	-0.404	-0.566
1	19	-0.433	-0.467
1	19	-0.433	0.412
1	19	-0.433	-0.072
1	19	-0.433	-0.306
1	21	0.397	0.079
1	21	0.397	-0.108
1	21	0.397	-0.442
1	21	0.397	0.868
1	22	-1.125	0.042
1	22	-1.125	-0.289
1	22	-1.125	-0.316
1	22	-1.125	-0.562
1	24	0.703	0.358
1	24	0.703	0.431
1	24	0.703	-0.115
1	24	0.703	0.029
1	27	0.859	0.664
1	27	0.859	0.195
1	28	1.264	0.107
1	28	1.264	0.466
1	28	1.264	0.691
1	29	0.515	0.303
1	29	0.515	0.121
1	29	0.515	0.091
1	38	-0.662	0.42
1	38	-0.662	-0.015
1	38	-0.662	-0.43
1	38	-0.662	-0.637
1	39	-0.859	-0.471
1	39	-0.859	-0.173
1	39	-0.859	-0.215
1	41	0.144	0.217
1	41	0.144	0.091
1	41	0.144	-0.164
1	43	-1.223	-0.442
1	43	-1.223	-0.362
1	43	-1.223	0.071
1	43	-1.223	-0.49
1	46	-1.156	-0.11
1	46	-1.156	-0.413
1	46	-1.156	-0.289
1	46	-1.156	-0.344
1	47	-0.6	-0.278
1	47	-0.6	-0.075
1	47	-0.6	-0.168
1	47	-0.6	-0.079
1	48	0.995	-0.548
1	48	0.995	0.654
1	48	0.995	0.889
1	50	1.301	0.421
1	50	1.301	0.046
1	50	1.301	0.834
1	53	-0.38	-0.006
1	53	-0.38	-0.39
1	53	-0.38	0.45
1	53	-0.38	-0.434
1	54	1.775	0.35
1	54	1.775	0.548
1	54	1.775	0.882
1	54	1.775	-0.005
1	55	0.014	0.205
1	55	0.014	0.073
1	55	0.014	-0.068
1	55	0.014	-0.196
1	56	0.998	0.386
1	56	0.998	0.701
1	56	0.998	0.238
1	56	0.998	-0.327
1	57	1.179	0.32
1	57	1.179	0.562
1	57	1.179	0.184
1	57	1.179	0.113
1	58	0.931	0.382
1	58	0.931	0.248
1	58	0.931	0.182
1	58	0.931	0.119
1	59	0.434	0.241
1	59	0.434	0.284
1	59	0.434	0.584
1	59	0.434	-0.675
1	61	1.607	0.366
1	61	1.607	0.53
1	61	1.607	0.532
1	61	1.607	0.179
1	67	0.346	0.749
1	67	0.346	-0.192
1	67	0.346	-0.211
2	8	0.879	0.677
2	8	0.879	0.077
2	8	0.879	0.009
